job	company	sex	residence	blood_group	ssn	name	birthdate	race	age	leukocyty	weight	hbver	HK group	weight group	er-cv	ast	indicator	hematokrit	trombocyty	smoker	alt	etytr	erytrocyty	hemoglobin	alp	relationship
Education administrator	Mason, Ward and Bishop	F	"303 Regina Centers Suite 725
Griffithville, WY 76928"	B+	030-52-5731	Laurie Joseph	1908-12-27	White	112	8.95865	24.54129	5.99847	5-6	20-30	60.07159	44.70689	1.0	5.11383	7.53397	no	17.93001	6.34303	8.24373	5.46339	80.55349	divorced
Health promotion specialist	Sanchez, Sanchez and Hunter	M	"0378 Miller Unions
Tonyamouth, LA 66015"	O+	213-04-3476	Robert Taylor Jr.	1972-01-28	Black	49	7.38179	157.15741	7.17445	6-7	150-160	55.87855	72.08928	1.0	6.67423	5.87437	no	10.56476	6.5902	7.22332	5.59312	85.0703	married
Special educational needs teacher	Hill-Gomez	F	"4981 Patterson Walk
Freemanmouth, NC 77961"	A+	013-73-1852	Michelle Reese	1963-11-19	Asian	57	4.70456	71.22223	6.92724	7-8	70-80	28.92057	48.86245	1.0	7.37611	4.42201	yes	6.22102	4.57503	6.13671	6.28375	84.60141	divorced
Human resources officer	Garcia, Cannon and Miller	M	"416 Coleman Route Suite 343
Lunafurt, TX 84695"	B-	565-07-7543	Allen Brown	2011-07-18	White	10	4.58264	80.83637	5.72125	7-8	80-90	43.32135	51.40615	0.0	7.99944	3.76295	no	6.95644	3.91169	5.54529	6.06964	83.28438	married
Health physicist	Bailey, Moore and James	M	"1643 Jamie Light
Tammystad, MS 29999"	O+	139-29-6236	Brian Gibbs	1983-03-10	Black	38	8.1363	61.69678	6.61819	5-6	60-70	46.63582	82.08848	0.0	5.58828	7.26146	yes	6.17427	5.07591	6.79012	7.20607	73.4652	married
Production manager	Davis, Perez and Rodriguez	M	"89859 Jordan Trail Suite 862
Patrickland, IN 64828"	A+	352-71-6800	Thomas Palmer	1998-10-26	Asian	23	6.81391	53.83838	5.89795	8-9	50-60	39.07068	47.95946	1.0	8.70478	6.12738	yes	10.42195	5.34779	7.75029	5.5392	78.30362	divorced
Runner, broadcasting/film/video	Allen Ltd	F	"55835 Timothy Field
Yvonnehaven, SD 70132"	AB+	802-17-9675	Patricia Lucas	1952-11-18	White	68	8.14703	50.58002	4.85614	4-5	50-60	40.78023	37.88605	0.0	4.75618	8.29449	no	7.03326	6.34259	5.93735	6.65801	81.59248	married
Adult guidance worker	Clark, Cline and Cruz	F	"PSC 1832, Box 7394
APO AE 87401"	A-	648-89-1419	Dr. Mary Hart	1950-08-24	White	71	9.3072	36.68534	6.57308	5-6	30-40	56.70322	38.56046	1.0	5.92686	7.00947	yes	5.14871	5.65762	4.86776	6.66565	79.43957	divorced
Civil engineer, consulting	Mahoney Ltd	F	"USCGC Jones
FPO AA 18169"	B+	331-19-3015	Lisa Montgomery	1985-12-19	Asian	35	6.803	100.51989	8.45218	7-8	100-110	20.27857	63.8787	1.0	7.47114	4.78777	yes	11.30464	5.16381	7.49275	7.39495	65.15969	single
Scientist, research (life sciences)	Williams, Vega and Johnson	M	"91317 Jones Pines
North Sandra, CT 72061"	O+	092-84-4173	Michael Skinner	1980-02-11	Black	41	7.75572	87.12666	6.94295	6-7	80-90	38.95122	34.52961	0.0	6.49089	7.66377	yes	6.22553	8.00781	5.86222	6.44467	86.63208	nop
TEFL teacher	Lowery LLC	F	"01121 Steve Lock
Lake Jasontown, KS 86947"	B-	851-09-6930	Tamara Adams	2007-09-06	White	14	7.79193	81.77863	7.08198	4-5	80-90	36.07056	48.46105	1.0	4.32125	7.32845	no	9.25132	7.16084	7.15947	7.06447	78.10015	divorced
Public librarian	Davis, Lopez and Jones	F	"438 Christine Canyon
South Carriemouth, TX 21973"	B+	028-69-2314	Tammy Holmes	2015-04-02	White	6	8.89714	54.83157	6.63171	5-6	50-60	30.74551	41.18309	1.0	5.51346	6.45336	no	12.58036	5.49954	7.58495	5.05848	63.04702	divorced
Electrical engineer	Edwards, Scott and Anderson	M	"550 Thomas Haven
Lake Christopher, WV 27657"	O-	006-94-0551	Thomas Oconnor	1921-01-20	Black	100	7.94047	73.9488	5.81504	6-7	70-80	52.90438	27.01792	0.0	6.6014	4.87636	no	6.55812	2.34971	6.65115	8.00383	43.09586	nop
Surveyor, land/geomatics	Smith, Mayer and Roberts	F	"981 Andrew Landing
Kington, PA 25314"	B+	361-21-7048	Stephanie Jackson	2012-12-08	Asian	8	6.16626	77.31495	6.65209	8-9	70-80	67.15571	59.30127	1.0	8.61211	6.2822	no	9.50767	5.53061	7.14326	6.39295	78.95412	single
Engineer, electrical	Mitchell Group	M	"99170 Thomas Manors
Laneville, AL 27834"	A-	386-81-0764	Angel Mclaughlin	1996-11-22	Black	24	6.90405	71.11948	5.57463	7-8	70-80	58.75987	60.20886	1.0	7.07121	1.83404	no	8.55431	3.48675	6.90935	6.3488	86.5393	divorced
Primary school teacher	Fischer-Whitney	M	"050 Parsons Glen
Gutierrezborough, MT 19210"	A+	011-38-3709	Bruce Williams	1987-03-13	Black	34	4.94839	37.24762	5.83624	6-7	30-40	43.98474	42.73191	0.0	6.89571	9.17564	no	11.58944	7.97314	7.71534	8.36208	30.75404	separated
Dramatherapist	Joseph PLC	F	"358 Anderson Tunnel Suite 954
New John, SC 37902"	AB-	608-63-9644	Joyce Smith	1970-11-05	Asian	51	7.94862	24.77658	6.58241	5-6	20-30	28.16273	47.59996	1.0	5.69301	5.78319	yes	7.53721	5.81892	7.09395	7.38594	62.05391	married
Designer, graphic	Fowler, Johnson and Whitney	M	"18839 Sanders Forks
Newmanhaven, ME 67649"	AB-	799-45-5480	William Barnes	1946-11-04	White	75	5.46681	90.25713	6.74248	6-7	90-100	60.46062	26.66528	1.0	6.3833	2.71187	no	6.70453	3.12677	6.96793	8.11759	38.67901	divorced
Engineer, water	Archer, Simmons and Macias	M	"723 Flores Rest
Andrewberg, DE 71656"	O+	427-26-2087	Mr. Christian Stephenson	1935-05-09	White	86	7.67173	85.21609	4.97666	6-7	80-90	42.86389	66.26108	0.0	6.84999	5.26653	no	19.98542	2.44972	8.56232	6.43159	84.54601	nop
Diplomatic Services operational officer	King Inc	M	"557 Lopez Isle Apt. 902
Port Joshuaton, RI 35239"	O-	712-03-4917	Michael Casey	1909-05-15	White	112	8.85154	110.87355	7.48769	5-6	110-120	52.17673	50.98771	1.0	5.77647	5.26537	yes	3.48089	4.52287	6.44281	6.80746	74.62924	separated
Theatre manager	Mccarthy-Kennedy	F	"Unit 7933 Box 9009
DPO AE 22512"	A-	550-14-9218	Katrina Nelson	1909-11-26	White	111	5.87623	38.75331	7.35752	10-11	30-40	58.22911	37.37727	1.0	10.21744	8.06045	no	10.03436	7.5408	7.50167	5.9933	82.63295	divorced
Psychologist, forensic	Lucas, Allen and Carter	F	"794 Davis Mountains
Thomasshire, IN 06803"	B-	607-83-9987	Melissa Miller	1949-03-23	Asian	72	3.88345	70.6063	6.11878	8-9	70-80	43.50345	46.74379	1.0	8.09792	5.14749	no	7.17772	6.52976	6.74761	8.09196	36.6791	divorced
Engineering geologist	Klein Ltd	F	"02631 Brenda Ridge
Kelliland, WV 35111"	AB+	371-15-7745	Regina Chavez	2014-03-11	Indian	7	8.29003	7.77587	7.71563	5-6		47.66984	61.52007	1.0	5.18612	4.80928	no	6.03697	4.55321	7.24208	6.98864	80.82487	married
Designer, exhibition/display	Kirk and Sons	M	"5612 Nunez Passage
Karenville, ID 57478"	A-	006-72-1632	Steven Ramos	1966-12-03	Black	54	6.72777	38.97076	7.30155	5-6	30-40	65.47843	40.39924	0.0	5.19924	6.84437	no	8.3553	8.87237	6.98848	7.31904	72.89256	married
Engineer, water	Malone Inc	F	"82040 Anthony Vista Suite 773
South Nathantown, KS 15641"	B-	593-38-7117	Brianna Green	1993-03-21	Black	28	6.1996	21.37313	4.98034	7-8	20-30	62.92856	62.62416	0.0	7.15652	8.56883	no	5.2271	7.81974	6.65587	7.10758	76.6821	divorced
Geophysical data processor	Morrison, Jacobs and Martin	M	"29449 Mark Rapids Apt. 179
Maryview, NE 73208"	A+	610-70-5127	Michael Maldonado DDS	1982-09-25	Black	39	4.1698	59.40332	7.0002	4-5	50-60	57.4669	57.04982	0.0	4.31088	6.4389	yes	18.6161	9.54658	8.24384	7.90419	39.4729	separated
Horticulturist, commercial	Peters and Sons	F	"403 Carter Field
Kevinberg, MI 38388"	A+	448-29-7446	Michelle Kennedy	1985-06-18	White	36	6.39434	69.01498	6.84867	7-8	60-70	70.92904	35.74865	1.0	7.44234	5.93967	no	8.21443	6.49589	5.83882	5.89384	81.074	married
Horticulturist, commercial	Barnes-Newton	M	"80716 Sarah Well
Lake Donna, NY 59684"	O+	066-91-8867	Justin Clay	1977-12-24	Asian	43	4.42602	123.92741	7.05272	8-9	120-130	47.62437	54.32784	1.0	8.82879	7.51097	no	7.19776	7.72162	5.71133	6.50316	83.27989	single
Water quality scientist	Jackson-Simpson	F	"5911 Harris Glens Suite 603
South Laurenside, DC 41712"	O+	175-43-0985	Melissa Anderson	1992-06-01	White	29	5.09098	87.28972	7.17169	7-8	80-90	44.44146	49.56652	1.0	7.73618	5.51964	no	8.05598	6.09157	6.61503	7.23533	72.63032	divorced
Lecturer, higher education	Rodgers-Blair	M	"619 Wilson Points
North Seanstad, GA 08168"	AB-	510-18-9346	James Fleming	1984-11-11	Black	37	6.4336	147.97482	7.26561	6-7	140-150	61.68771	38.75046	1.0	6.40506	3.42216	yes	4.19764	5.26691	6.32066	8.49469	26.21247	divorced
Geophysicist/field seismologist	Koch, Williams and Santiago	F	"62098 Samantha Terrace Apt. 511
North Deborah, AL 92158"	O+	633-86-6488	Kelly Watts	2010-03-05	White	11	7.04411	47.19412	5.14793	4-5	40-50	31.26405	46.97111	1.0	4.16797	4.84687	yes	7.05384	5.63683	6.06578	6.94334	76.02738	divorced
Pharmacologist	Smith LLC	F	"1372 Robert Drive
Collinsfurt, DE 30415"	O-	563-52-7079	Cynthia Rowe	1953-01-27	White	68	6.28295	30.43514	7.23193	4-5	30-40	63.08418	55.27232	0.0	4.87059	6.74129	yes	5.51443	3.64628	6.25487	5.78198	77.95045	widowed
Sales professional, IT	Fuller, Whitney and Marshall	F	"140 Brooks Manors
East Robertchester, HI 17045"	O-	293-60-0639	Kristen Miller	1969-01-26	Black	52	9.03534	44.62415	7.1254	5-6	40-50	43.06844	36.982	0.0	5.35186	8.34546	no	9.94714	6.74378	7.18801	6.40083	81.21043	separated
Manufacturing systems engineer	Sims, Vargas and Pollard	M	"515 Laura Port
West Roberthaven, AZ 55862"	B-	172-24-5278	Tyler Flores	1999-12-09	White	21	8.14472	72.27219	4.79367	4-5	70-80	65.95164	30.25009	1.0	4.85935	6.21486	yes	7.27156	5.91359	7.05035	6.51977	88.17933	married
Psychiatric nurse	Randolph, Sherman and Black	M	"65079 Michael Valleys
Wilsonstad, MA 05811"	O-	230-95-4339	William Stanley	1934-05-14	Black	87	5.97308	103.94462	7.69298	5-6	100-110	66.33283	68.96283	0.0	5.94904	6.20742	no	6.34394	8.96155	6.70526	3.75152	11.45542	married
Economist	Conner-Moss	F	"61249 Bolton Ranch Apt. 563
Henryfurt, KY 51334"	AB-	399-07-1979	Erin Kane	1951-02-22	Black	70	7.34336	68.80278	5.25512	4-5	60-70	41.79501	49.17316	1.0	4.70216	6.16995	yes	9.29966	6.60015	7.29157	6.11842	84.44517	single
Clinical molecular geneticist	Horn Group	F	"PSC 4123, Box 1342
APO AA 68978"	AB-	539-45-0668	Suzanne Hutchinson	1988-06-18	Black	33	8.29554	62.2106	6.6917	5-6	60-70	59.06764	28.30654	1.0	5.59637	5.94127	yes	13.39584	5.62696	8.28231	4.41301	29.21252	single
Cytogeneticist	Holland LLC	F	"77561 Jones Ford Apt. 936
East Kathryn, MA 74825"	A-	814-07-0849	Taylor Jenkins	1976-02-19	Asian	45	4.63708	57.0155	6.68615	7-8	50-60	54.31982	59.44997	1.0	7.12014	5.84321	yes	5.4864	6.59441	5.90376	5.44082	65.4948	single
Medical secretary	Dillon, Morris and Craig	F	"967 Samantha Cliffs Suite 308
Pachecoton, OK 72147"	O+	136-87-3723	Mrs. Leah Miranda	1941-11-20	Hawaiian	79	5.39498	86.64284	7.91571	7-8	80-90	58.71687	51.86303	1.0	7.86687	4.43415	no	6.96477	4.55427	6.84309	7.55582	51.80667	nop
Designer, textile	Kelley and Sons	M	"87143 Mcgee Turnpike
Port Williamfurt, IN 49894"	B-	831-94-5330	Gary Hughes	2010-09-11	Hawaiian	11	8.98872	48.81954	7.26673	7-8	40-50	38.68526	49.09606	0.0	7.58818	6.98446	no	43.43475	4.5423	9.47372	7.17885	70.77413	nop
Fashion designer	Zimmerman-Wallace	F	"392 Derek Club
West Brian, SC 52433"	A+	662-81-3456	Mrs. Maria Hopkins	1971-07-26	Black	50	6.7316	116.59985	4.64028	7-8	110-120	31.91659	60.72686	0.0	7.98696	5.40804	no	8.74274	5.22754	6.88212	7.04205	71.86105	separated
Dramatherapist	Smith and Sons	F	"67905 Benjamin Coves Suite 392
Donaldstad, TX 33056"	O-	556-03-3953	Karen Harris	1963-11-01	Indian	58	7.90644	55.08624	7.32479	5-6	50-60	90.15777	37.67281	1.0	5.17268	6.17302	no	7.97658	6.13945	5.92558	5.47044	71.74429	married
Retail buyer	Hart Inc	F	"8990 Johnny Springs Suite 213
Kellyview, IN 22812"	A-	704-28-4354	Susan Armstrong	1912-12-28	White	108	7.88935	116.17125	5.23798	5-6	110-120	55.43742	60.75152	1.0	5.21244	5.71363	yes	10.72764	5.75333	7.55898	8.60381	22.35485	single
Energy engineer	Thomas, Gutierrez and Cruz	F	"Unit 9437 Box 1578
DPO AA 81663"	A+	704-73-2901	Christina Taylor	2014-11-27	Asian	6	7.36056	89.52531	8.38914	9-10	80-90	47.68769	46.72423	0.0	9.89796	10.24891	no	6.71503	6.57977	5.73263	6.34169	92.66969	divorced
Pilot, airline	Smith, Herrera and Christensen	M	"Unit 7030 Box 8675
DPO AE 14663"	B-	302-48-3648	Christopher Hamilton	1984-05-20	White	37	8.35447	31.24518	4.34471	4-5	30-40	48.27926	50.62555	1.0	4.16738	7.00659	yes	8.39806	6.31581	7.59849	5.39751	72.40855	divorced
Proofreader	Gardner PLC	M	"85156 Jesse Valley Suite 997
Christinaburgh, WA 17302"	B+	238-68-4523	Kevin Lee	1919-05-12	White	102	7.87543	31.343	5.53638	4-5	30-40	63.0134	41.71155	1.0	4.00291	4.87239	yes	6.68682	4.84293	6.88823	5.13881	61.37624	single
English as a second language teacher	Reeves-Chapman	F	"06157 Carla Route
Jeffersontown, UT 75546"	AB-	624-74-3869	Dana Austin	1999-02-17	Black	22	4.85453	57.59723	6.50501	8-9	50-60	62.01498	38.18382	1.0	8.65105	3.87856	no	11.61075	3.41706	8.0298	7.90713	50.47757	married
Arts development officer	Silva, Walker and White	F	"742 Mark Roads
West Matthewberg, TN 93363"	AB-	254-16-6951	Andrea Mooney	1965-04-11	Black	56	7.58935	80.4126	6.81493	4-5	80-90	55.99179	38.30409	1.0	4.95944	10.27583	yes	4.57517	7.58276	5.61295	8.33084	31.45837	married
Financial adviser	Harris-Sharp	M	"57489 Coleman Cliff Suite 023
Carolville, ID 19507"	A+	521-80-4547	Tyler Morgan	1919-04-19	Indian	102	8.35013	57.37737	5.50094	3-4	50-60	39.48465	37.19472	1.0	3.44196	6.36413	no	9.97198	5.64184	7.50424	6.09784	82.33205	divorced
Chartered accountant	York, Lopez and Brown	M	"709 Frank View
Donaldville, DE 37692"	A+	693-95-4925	Christopher Sanders	1988-07-16	White	33	5.97041	61.84861	7.98329	6-7	60-70	56.72665	65.33472	1.0	6.63543	3.77941	no	14.4756	4.65	7.71875	5.30882	72.38672	separated
Translator	Smith, Bailey and Mills	M	"8646 Gilmore Lights
Burkefort, HI 90522"	O+	180-15-4836	Anthony Juarez	1906-07-02	White	115	8.66413	3.64217	6.92746	5-6	0-10	47.97175	47.52683	1.0	5.87661	5.99773	yes	8.76406	5.37071	6.72059	7.29219	69.73064	separated
Clothing/textile technologist	James, Webb and Molina	M	"2312 Linda Divide Suite 279
West Christina, TX 32137"	AB-	413-03-2594	John Prince	1988-10-15	Indian	33	8.00029	61.44095	7.35275	5-6	60-70	45.34145	69.36888	1.0	5.38419	7.03977	no	8.24645	6.8506	7.21601	6.64653	87.92272	single
Materials engineer	Skinner-Carlson	M	"2853 Schneider Row Apt. 410
Williamsside, AR 53572"	A-	674-27-4456	Mark Walters	1990-03-19	White	31	8.33809	75.4365	7.34655	4-5	70-80	66.41471	64.74712	1.0	4.79198	6.37928	no	6.4355	5.8649	5.4908	5.93453	83.42589	single
Nurse, learning disability	Weaver PLC	F	"5554 Kim Knolls
Douglasfurt, IA 14588"	O-	578-57-7337	Jacqueline Nelson	1918-02-27	Black	103	4.20078	92.22712	6.70402	8-9	90-100	53.40239	62.78012	1.0	8.33444	5.98698	yes	26.24544	6.17452	8.8341	6.1283	87.87401	single
Homeopath	Wallace and Sons	F	"231 Mckee Mountain Suite 137
New Nicolasbury, AZ 83785"	AB-	386-22-2140	Shirley Gardner	2002-11-22	Black	18	4.33027	50.58399	6.37445	3-4	50-60	39.46779	37.31142	0.0	3.07158	7.25303	yes	7.26973	7.93876	7.1501	5.7841	85.77429	single
Waste management officer	Pope, Solis and Evans	F	"9357 Roberts Viaduct Suite 465
Williamburgh, SD 51384"	O+	184-57-6212	Robin Knight	1976-04-07	Black	45	7.19879	42.64226	8.05731	6-7	40-50	50.71735	42.50856	1.0	6.66954	3.47543	yes	9.14794	4.60783	7.08169	6.45407	87.63545	single
Air broker	Abbott, Gonzalez and Williams	M	"4269 Stewart Spring
Nicoleland, TN 17692"	B+	656-85-2440	Kenneth Peterson	1918-10-22	White	103	8.76522	79.75451	9.45467		70-80	10.59503	36.24998	1.0		5.1847	yes	5.64324	4.56705	6.12381	6.37227	84.79619	divorced
Ranger/warden	Blanchard PLC	F	"Unit 5933 Box 0941
DPO AA 79203"	O+	075-15-9739	Brenda Santiago	1981-09-17	Asian	40	7.9063	10.65923	7.27252	5-6	10-20	55.41497	45.00694	0.0	5.01442	7.8279	no	22.12007	5.63959	8.77115	4.98352	59.49401	married
Writer	James-Washington	F	"1508 West Garden
Kimton, MA 10488"	A+	824-47-5212	Tracy Perez	1943-03-19	Asian	78	3.70214	64.60741	6.23117	8-9	60-70	39.87273	37.31775	1.0	8.83381	5.62232	no	7.29936	5.3961	6.07139	5.32272	71.69902	divorced
Secretary, company	Mack, Evans and Kim	F	"Unit 8263 Box 4052
DPO AP 38599"	B-	017-24-0300	Karen Vega	1951-08-23	White	70	4.83791	82.12682	4.70649	9-10	80-90	54.65669	60.37573	1.0	9.70468	7.01786	yes	14.88835	6.7658	8.13163	7.21996	73.66765	married
Fast food restaurant manager	Wilson Group	F	"1735 Mckenzie Crossroad
South Jasminechester, IN 87065"	B+	879-77-3021	Karen Walker	1986-02-18	Hawaiian	35	5.28059	51.42218	7.6771	8-9	50-60	53.35666	29.50913	1.0	8.06847	4.63574	yes	10.25459	4.10064	7.34729	7.44372	63.42159	divorced
Press sub	Brown-Page	M	"776 Krystal Mountain Apt. 234
West Matthewfurt, MN 06035"	A+	508-52-2556	Spencer Bauer	1933-09-01	White	88	4.3604	3.7753	7.14466	9-10	0-10	62.99485	39.61427	1.0	9.50877	6.26041	yes	6.73177	6.12531	6.99154	6.72239	79.79568	married
Designer, jewellery	Vargas LLC	F	"00865 Patricia Via Suite 508
Cathyberg, OR 25700"	AB+	593-34-7919	Janet Murphy	1951-06-02	White	70	7.31778	123.63018	5.94326	5-6	120-130	53.91355	35.53279	1.0	5.62645	6.27333	yes	8.50525	6.85209	6.9561	6.84219	81.57626	married
Press photographer	Harrison PLC	F	"1867 Jeremiah Mission Suite 697
Kevinshire, IN 06758"	B+	520-83-8883	Holly Gonzalez	2002-08-16	Black	19	7.43459	71.53814	5.88463	5-6	70-80	42.63318	50.47177	1.0	5.90349	3.73296	yes	5.88648	4.5166	5.02051	6.55435	94.36101	married
Conservator, furniture	Morrison Group	F	"15722 Andrews Parkway Suite 122
West Whitney, NH 97194"	A-	476-53-0553	Heather Warner	1984-03-02	White	37	3.93307	68.15147	6.19421	3-4	60-70	41.28524	50.95769	0.0	3.44187	7.07064	yes	7.38485	8.61628	5.80602	7.41123	63.62853	married
Systems analyst	Williams, Carpenter and Diaz	M	"2596 Kimberly Plains Suite 803
Christinafurt, MD 22466"	A-	625-37-6545	Cody Gutierrez	1941-01-12	Asian	80	8.98419	40.00347	5.40464	6-7	40-50	26.91518	8.89998	0.0	6.2904	6.21069	yes	8.3765	4.35357	6.58325	8.08378	45.60185	separated
Technical author	Murray-Peterson	F	"967 Veronica Port
Lake Richard, IN 46439"	AB+	426-50-2693	Caitlin Smith	1921-03-22	White	100	5.11346	53.17162	6.65613	7-8	50-60	46.77929	39.32021	0.0	7.0092	8.66918	yes	8.49638	7.77921	6.74545	7.2855	76.50953	divorced
Public librarian	Williamson Inc	M	"060 Rivera Avenue Apt. 769
South Marilyn, AR 90675"	A+	137-56-7042	John Mathis	1968-09-08	Indian	53	7.69812	90.13191	8.45423	3-4	90-100	72.54472	52.93265	0.0	3.89394	10.13519	yes	16.9141	8.01046	8.26609	4.81135	51.86179	married
Chief Financial Officer	Bradford, Hamilton and Glenn	M	"2311 James Islands
Lawrenceburgh, GA 68469"	B+	191-97-2709	Mark Jones	2005-02-22	Black	16	8.64433	47.94773	5.52382	6-7	40-50	52.07725	47.38111	0.0	6.68333	6.29781	no	8.84763	4.11088	6.40631	6.21309	87.59803	married
Paramedic	Fleming and Sons	M	"2461 Lester Inlet
North Douglas, OH 09844"	O-	717-42-6434	Matthew Townsend	1918-06-10	Black	103	5.12897	54.52347	7.10757	8-9	50-60	29.28462	55.33448	1.0	8.78982	3.74121	yes	9.78661	2.37419	7.06463	6.71281	90.10927	married
Counsellor	Baker-Haley	M	"519 Woods Walks Suite 676
Bridgetshire, NV 66884"	A+	256-55-0196	Dale Barnett	1959-03-29	White	62	4.73109	31.21322	7.45694	8-9	30-40	55.46548	35.49938	1.0	8.93378	5.517	no	37.16205	4.97435	9.25605	7.37796	64.78099	separated
Nurse, children's	Obrien-Newman	F	"Unit 2366 Box 6551
DPO AP 24273"	A+	765-21-3707	Ana Turner	1940-11-20	Asian	80	7.42314	106.13761	6.25672	4-5	100-110	50.09894	54.52475	1.0	4.91078	3.75044	no	4.00952	4.39887	5.99869	6.32797	85.04953	divorced
Biomedical scientist	Sims, Jones and Jones	F	"3490 Brittany Shoals
West Jenniferburgh, KY 13091"	O-	057-30-4439	Jessica Wilson	1907-09-01	Hawaiian	114	4.65702	41.43505	5.30324	7-8	40-50	43.17071	75.53807	1.0	7.18317	5.56802	no	6.12116	7.03814	6.69233	4.95482	60.00776	single
Nature conservation officer	Hanna-Gonzalez	M	"5183 Michele Gateway Suite 674
West Philipville, OK 13821"	B-	849-42-8777	Derek Mahoney	1910-09-15	Asian	111	8.90742	17.92394	6.71122	5-6	10-20	68.73947	62.25344	0.0	5.93641	7.03986	no	26.98032	5.25432	8.94894	7.85956	49.93314	separated
Proofreader	Walker Group	F	"76216 Nelson Mission Suite 478
East Rebecca, WY 81835"	AB-	154-43-8165	Donna Ellis	2012-09-21	White	9	8.67885	51.19811	5.81173	6-7	50-60	77.70332	62.54523	1.0	6.70359	6.25663	yes	3.03464	5.693	6.57506	7.69822	49.95955	single
Speech and language therapist	Hickman, Johnson and Reynolds	M	"PSC 0208, Box 6386
APO AP 26338"	AB-	483-74-1340	Nathan Norman	2004-03-08	Black	17	6.93569	54.97149	4.86042	4-5	50-60	48.90384	43.11775	0.0	4.89642	5.92047	no	8.45314	8.93109	6.8068	5.80944	80.58035	nop
Colour technologist	Price, Willis and Ward	M	"851 Rachael Walk Suite 497
South Anthony, SC 79674"	AB-	729-12-7786	Eric Gonzalez	1968-07-23	White	53	5.48892	23.73447	6.77796	7-8	20-30	60.75686	46.18622	1.0	7.88677	6.09315	no	4.31267	5.73375	5.34308	7.53804	64.87085	divorced
Archivist	Gregory Group	F	"07537 John Lakes
East Suzanne, MD 24656"	B+	198-35-4234	Christina Jones	1966-09-06	White	55	8.01257	87.69484	7.4814	4-5	80-90	27.29356	61.86141	0.0	4.72919	7.9791	yes	15.82601	5.92762	8.31013	7.27589	74.59567	single
Social worker	White-Stone	M	"USNV Mcfarland
FPO AP 59382"	AB+	342-44-5357	Matthew Buck	1964-05-22	White	57	7.99966	79.78332	5.23632	7-8	70-80	61.34143	41.91742	0.0	7.59312	5.97219	no	13.61493	11.76903	7.69252	5.58396	79.96956	divorced
Fisheries officer	Evans Group	M	"90937 Eric View
North Natalie, WA 11468"	O-	792-16-7044	Juan Wiggins	1944-04-07	Asian	77	5.60553	76.92666	9.52659	7-8	70-80	56.1017	34.06542	1.0	7.66717	5.78238	no	5.69759	6.55191	6.28548	6.65219	86.40423	widowed
Buyer, industrial	Mccormick PLC	M	"Unit 5404 Box 9714
DPO AE 67305"	B-	656-10-3256	Andrew Martinez	1979-05-08	Asian	42	4.41716	102.86702	8.16427	7-8	100-110	24.01097	53.83206	1.0	7.7715	6.62236	yes	3.76543	7.12519	5.04887	4.36263	36.3116	single
Sports development officer	Morris, Spence and Brooks	M	"553 Haynes Falls Suite 278
South Morganville, DC 50347"	A-	610-57-2422	Robert Oconnell	1929-08-14	White	92	4.73863	112.92617	7.01838	8-9	110-120	63.20014	45.85054	1.0	8.35343	5.826	no	9.19498	5.36289	7.2908	6.58292	84.08208	divorced
Teacher, secondary school	Escobar-Brennan	M	"5471 Jermaine Hill
Wolfeland, AK 19785"	A-	004-39-7232	Steven Vargas	1934-03-30	White	87	6.86926	64.95162	5.94293	5-6	60-70	39.51747	44.95773	0.0	5.4236	8.08193	no	13.00818	7.35947	7.82735	7.69941	58.09955	married
